EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
516,29,Female,Married,5,Medical,Research & Development,Research Director,1,13,10,5,12,13,7,2,6289,21,3,23,Non-Travel,No,3,4,3,3,2,3,No
517,58,Female,Single,1,Medical,Research & Development,Healthcare Representative,3,14,11,8,5,28,7,2,8079,11,1,13,Travel_Rarely,No,2,2,4,3,2,3,Yes
518,36,Female,Married,3,Technical Degree,Research & Development,Research Director,5,5,5,5,5,5,7,2,12598,18,0,19,Travel_Frequently,Yes,4,4,4,2,4,3,Yes
519,29,Female,Divorced,2,Human Resources,Research & Development,Laboratory Technician,5,3,3,3,3,3,3,2,13662,13,1,8,Travel_Frequently,No,3,1,3,3,1,3,No
520,26,Male,Married,1,Human Resources,Research & Development,Sales Representative,4,10,10,10,10,10,0,1,10908,18,2,8,Travel_Rarely,Yes,1,2,3,4,4,3,Yes
521,24,Male,Married,4,Medical,Research & Development,Research Director,3,15,14,2,12,39,1,6,7166,16,1,16,Non-Travel,Yes,1,2,2,2,2,3,Yes
522,45,Male,Married,3,Life Sciences,Research & Development,Manager,2,9,4,0,9,9,3,6,6542,17,3,26,Travel_Rarely,Yes,4,2,4,4,2,3,Yes
523,31,Male,Single,3,Life Sciences,Research & Development,Sales Representative,5,13,10,10,7,27,9,4,11141,12,0,11,Non-Travel,No,4,4,1,2,3,3,No
524,48,Male,Married,4,Other,Sales,Research Scientist,3,10,10,9,10,10,1,6,9172,11,0,18,Travel_Rarely,No,3,4,3,3,3,3,No
525,36,Female,Married,4,Life Sciences,Research & Development,Research Director,4,11,11,9,11,34,9,4,9089,16,1,4,Travel_Rarely,No,1,2,4,2,3,3,Yes
526,33,Male,Married,4,Human Resources,Research & Development,Healthcare Representative,1,14,12,12,14,14,2,1,6985,22,1,24,Travel_Rarely,No,4,1,1,4,3,3,Yes
527,22,Male,Single,2,Technical Degree,Research & Development,Sales Representative,4,7,3,4,0,7,8,6,9310,13,1,1,Travel_Frequently,No,3,4,1,2,2,3,No
528,52,Male,Married,5,Medical,Sales,Sales Executive,4,19,16,9,1,19,8,4,10394,14,1,1,Travel_Rarely,Yes,4,3,4,3,4,3,No
529,29,Female,Married,3,Marketing,Sales,Healthcare Representative,3,12,3,9,7,20,8,2,9999,23,3,14,Travel_Rarely,Yes,1,1,4,1,3,3,Yes
530,42,Female,Married,5,Technical Degree,Human Resources,Sales Executive,5,0,0,0,0,0,6,0,13263,19,3,4,Travel_Rarely,No,1,1,4,3,4,3,Yes
531,38,Female,Married,5,Marketing,Research & Development,Research Director,3,14,14,7,13,28,3,6,10512,13,0,11,Travel_Frequently,No,1,1,1,3,3,3,Yes
532,53,Female,Married,4,Technical Degree,Sales,Manufacturing Director,1,3,3,3,3,23,0,5,6706,12,1,18,Travel_Rarely,Yes,1,4,4,1,1,4,Yes
533,40,Male,Single,2,Life Sciences,Research & Development,Manufacturing Director,3,29,11,14,7,29,2,5,10955,12,3,16,Travel_Frequently,No,2,2,3,2,3,3,Yes
534,33,Male,Single,1,Human Resources,Research & Development,Research Scientist,2,27,2,0,16,39,7,4,6209,12,3,17,Travel_Rarely,No,2,2,1,3,4,3,Yes
535,56,Female,Divorced,2,Marketing,Sales,Healthcare Representative,4,1,1,1,1,34,3,0,9882,16,0,24,Non-Travel,No,2,3,3,1,3,3,Yes
536,59,Female,Single,5,Technical Degree,Research & Development,Sales Executive,5,29,7,1,9,32,9,5,14224,12,0,2,Travel_Rarely,Yes,3,2,3,4,1,4,Yes
537,56,Male,Divorced,2,Human Resources,Research & Development,Human Resources,1,19,5,2,9,19,9,6,3760,21,2,4,Non-Travel,No,3,3,4,1,4,3,No
538,31,Male,Married,4,Marketing,Research & Development,Healthcare Representative,4,15,13,2,5,15,1,0,12697,17,3,3,Travel_Rarely,No,4,3,3,3,4,3,No
539,48,Female,Single,1,Medical,Research & Development,Manager,3,8,8,8,8,8,7,1,9143,17,0,15,Travel_Rarely,No,4,2,4,4,4,3,No
540,22,Female,Single,4,Technical Degree,Research & Development,Research Scientist,2,27,15,7,15,30,6,3,7757,17,3,2,Travel_Frequently,No,3,3,1,3,2,3,No
541,52,Female,Single,1,Medical,Human Resources,Sales Executive,3,16,14,4,14,16,9,4,8359,24,3,24,Travel_Rarely,Yes,4,1,3,1,4,3,Yes
542,40,Female,Divorced,5,Life Sciences,Research & Development,Manufacturing Director,4,10,10,7,10,30,8,1,10538,23,1,19,Travel_Rarely,No,3,1,4,4,2,3,Yes
543,46,Male,Married,1,Medical,Sales,Sales Representative,1,9,0,9,3,22,1,1,3148,12,1,9,Travel_Rarely,No,2,1,2,3,1,3,Yes
544,28,Male,Married,1,Medical,Sales,Manager,5,5,5,5,3,5,4,0,13975,17,1,10,Non-Travel,No,3,4,4,1,4,3,No
545,35,Male,Married,1,Other,Research & Development,Sales Executive,4,29,9,14,1,29,5,4,12969,20,1,21,Travel_Rarely,No,3,3,2,4,4,3,No
546,29,Female,Single,2,Technical Degree,Research & Development,Sales Executive,1,6,6,6,6,6,1,1,6694,18,3,25,Travel_Rarely,No,4,3,4,3,4,3,No
547,26,Female,Married,2,Life Sciences,Sales,Research Director,4,17,9,10,3,39,1,2,12603,18,2,19,Travel_Rarely,Yes,4,1,2,1,1,3,Yes
548,27,Male,Single,5,Medical,Research & Development,Manufacturing Director,2,10,9,5,10,10,9,1,5714,24,2,28,Travel_Rarely,Yes,3,4,3,3,2,3,No
549,34,Male,Married,1,Human Resources,Sales,Healthcare Representative,3,5,5,5,3,33,3,2,9930,12,2,5,Travel_Rarely,No,1,2,2,3,3,3,No
550,55,Male,Married,3,Marketing,Research & Development,Sales Representative,5,9,9,9,0,11,7,3,12425,15,3,14,Travel_Rarely,Yes,4,1,3,3,1,3,Yes
551,24,Male,Married,5,Medical,Research & Development,Research Director,1,1,1,1,1,26,4,2,4717,24,2,10,Non-Travel,Yes,3,4,3,2,1,3,Yes
552,30,Female,Married,1,Life Sciences,Research & Development,Sales Representative,5,11,11,10,8,11,8,2,12354,16,3,16,Non-Travel,No,4,2,4,3,1,4,No
553,57,Male,Married,1,Medical,Research & Development,Research Scientist,5,12,12,3,12,12,3,0,12250,19,0,6,Travel_Frequently,No,1,4,3,4,2,3,No
554,59,Male,Divorced,2,Marketing,Sales,Manufacturing Director,5,7,7,7,7,7,2,1,12827,16,2,25,Non-Travel,Yes,4,2,1,1,2,3,Yes
555,26,Male,Married,5,Life Sciences,Research & Development,Sales Executive,1,15,3,3,15,15,9,3,5405,20,3,8,Travel_Frequently,No,3,3,2,1,2,3,No
556,44,Male,Single,1,Technical Degree,Sales,Human Resources,1,28,6,4,9,28,7,1,5635,16,0,2,Travel_Rarely,Yes,3,3,4,2,2,3,No
557,19,Male,Married,1,Life Sciences,Research & Development,Laboratory Technician,5,1,1,1,1,34,0,6,14900,20,1,18,Non-Travel,Yes,1,4,3,2,2,3,Yes
558,22,Male,Single,5,Technical Degree,Sales,Laboratory Technician,3,4,4,4,4,28,8,6,9363,20,0,29,Travel_Rarely,No,3,4,2,2,4,3,No
559,46,Male,Single,3,Life Sciences,Research & Development,Human Resources,4,10,10,7,3,30,3,2,12806,16,0,21,Non-Travel,Yes,1,2,2,3,3,3,Yes
560,54,Female,Divorced,5,Marketing,Research & Development,Laboratory Technician,5,9,9,5,9,12,8,5,13932,19,2,21,Travel_Rarely,No,3,4,1,3,3,3,No
561,55,Female,Married,5,Marketing,Research & Development,Research Director,2,1,1,1,1,11,7,2,8107,20,1,21,Travel_Frequently,No,3,4,2,4,2,3,No
562,36,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,5,1,1,1,1,1,2,1,12532,17,1,20,Non-Travel,No,4,2,4,1,2,3,Yes
563,25,Female,Married,5,Medical,Human Resources,Laboratory Technician,1,32,15,5,2,32,2,3,4501,11,2,8,Travel_Rarely,Yes,4,2,4,1,4,3,Yes
564,18,Male,Married,1,Marketing,Sales,Research Scientist,4,7,3,7,7,7,8,5,10451,11,0,27,Travel_Rarely,No,1,3,3,3,2,3,No
565,39,Female,Single,5,Technical Degree,Sales,Sales Executive,2,6,4,6,2,39,2,3,8907,24,3,5,Travel_Rarely,Yes,4,1,3,1,4,4,Yes
566,34,Female,Single,3,Technical Degree,Research & Development,Research Scientist,4,19,7,13,7,31,3,0,9449,14,2,17,Travel_Rarely,Yes,2,4,4,3,4,3,Yes
567,24,Male,Married,4,Human Resources,Sales,Research Director,4,33,0,4,7,37,8,2,10835,22,0,16,Travel_Frequently,No,1,2,2,2,1,3,Yes
568,42,Male,Married,5,Other,Sales,Human Resources,2,27,5,14,14,27,3,2,7892,12,3,26,Non-Travel,No,2,3,2,3,1,4,Yes
569,21,Female,Married,2,Other,Human Resources,Research Scientist,5,14,14,4,12,14,2,6,11089,13,2,5,Travel_Frequently,Yes,1,1,1,4,2,3,Yes
570,53,Female,Married,1,Other,Human Resources,Sales Representative,5,21,3,2,6,22,6,0,13588,22,2,17,Travel_Rarely,Yes,2,4,3,3,4,3,Yes
571,23,Male,Single,1,Technical Degree,Research & Development,Healthcare Representative,5,23,10,6,7,23,5,6,11175,17,1,4,Non-Travel,No,4,3,2,3,2,3,No
572,48,Female,Married,2,Human Resources,Human Resources,Laboratory Technician,3,12,4,12,9,12,0,1,8443,24,1,1,Travel_Rarely,No,4,1,2,1,1,3,Yes
573,36,Male,Married,2,Other,Research & Development,Human Resources,5,18,17,9,16,20,9,2,12755,17,1,22,Travel_Rarely,No,3,4,3,3,1,3,No
574,56,Male,Single,5,Other,Sales,Manager,2,3,3,3,0,11,7,1,7695,24,3,6,Travel_Rarely,No,2,3,4,4,1,3,No
575,44,Male,Married,2,Life Sciences,Research & Development,Sales Executive,3,12,12,6,12,12,0,3,9948,22,2,1,Travel_Rarely,No,3,4,2,3,1,3,No
576,27,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,5,19,12,14,12,38,3,5,14935,13,1,28,Travel_Frequently,Yes,1,1,1,3,1,3,Yes
577,43,Female,Single,3,Life Sciences,Human Resources,Sales Representative,3,22,4,1,15,22,5,5,9013,23,1,24,Non-Travel,No,2,2,2,2,2,3,Yes
578,36,Male,Married,2,Medical,Sales,Manufacturing Director,2,27,0,8,8,27,5,5,7734,12,2,4,Travel_Frequently,Yes,3,3,2,3,2,3,No
579,56,Male,Divorced,2,Other,Research & Development,Research Director,5,13,13,7,9,13,6,6,14709,23,3,2,Travel_Rarely,Yes,1,1,1,3,1,3,Yes
580,20,Female,Single,4,Medical,Sales,Healthcare Representative,1,16,13,14,5,16,4,4,6242,23,1,13,Travel_Rarely,No,2,4,4,3,2,3,No
581,30,Male,Married,1,Human Resources,Sales,Human Resources,2,18,4,4,4,23,4,0,7441,11,0,14,Travel_Rarely,No,3,1,1,4,1,3,No
582,45,Female,Single,1,Technical Degree,Sales,Human Resources,4,33,5,1,1,33,3,5,10289,19,3,17,Travel_Rarely,Yes,2,1,1,1,1,3,Yes
583,37,Female,Married,5,Other,Human Resources,Human Resources,4,21,15,5,10,21,5,2,9503,20,1,11,Travel_Rarely,No,2,2,3,2,1,3,Yes
584,45,Female,Married,4,Technical Degree,Research & Development,Sales Executive,2,9,9,7,8,9,6,0,8205,13,0,3,Travel_Rarely,No,3,3,2,2,2,3,No
585,25,Male,Married,3,Life Sciences,Research & Development,Research Scientist,4,7,7,6,5,7,9,3,12855,19,1,7,Travel_Rarely,Yes,4,1,4,3,2,3,Yes
586,58,Female,Married,3,Other,Research & Development,Laboratory Technician,2,20,1,7,7,20,9,3,5955,14,3,10,Travel_Rarely,Yes,4,2,2,3,4,4,Yes
587,56,Female,Married,4,Marketing,Research & Development,Manufacturing Director,1,16,12,3,8,36,0,6,6097,20,2,11,Travel_Rarely,Yes,3,2,4,1,2,3,Yes
588,18,Male,Married,3,Medical,Sales,Human Resources,2,6,6,6,6,6,8,3,6300,16,2,10,Travel_Rarely,No,1,2,1,3,2,3,Yes
589,20,Female,Married,1,Medical,Sales,Manager,5,5,5,2,5,25,7,3,13147,23,3,8,Travel_Rarely,No,3,4,3,4,3,3,No
590,30,Female,Single,3,Other,Research & Development,Sales Executive,5,12,12,6,11,12,6,4,12465,17,1,5,Non-Travel,No,3,2,1,1,1,3,Yes
591,45,Female,Divorced,3,Life Sciences,Research & Development,Human Resources,3,15,15,1,7,15,8,1,7424,20,3,23,Travel_Rarely,No,2,2,2,3,1,4,Yes
592,42,Female,Married,4,Medical,Research & Development,Manager,4,13,7,13,2,29,2,1,10897,24,0,2,Travel_Frequently,Yes,4,2,3,1,2,4,Yes
593,50,Female,Divorced,4,Life Sciences,Sales,Manufacturing Director,4,23,2,4,12,30,9,5,10053,16,1,28,Travel_Rarely,Yes,4,2,3,2,2,3,Yes
594,55,Male,Single,3,Human Resources,Sales,Manufacturing Director,2,4,4,4,1,4,3,4,8716,11,3,28,Travel_Rarely,Yes,4,3,2,3,4,3,No
595,23,Female,Married,2,Technical Degree,Sales,Laboratory Technician,4,31,17,6,16,31,6,6,9905,16,2,15,Travel_Rarely,Yes,4,3,4,1,3,3,Yes
596,49,Female,Married,4,Marketing,Research & Development,Sales Representative,5,15,5,0,15,15,5,1,13543,21,3,16,Travel_Rarely,Yes,3,2,3,1,1,3,Yes
597,38,Male,Married,5,Technical Degree,Human Resources,Laboratory Technician,1,8,7,3,3,8,1,6,4886,24,1,4,Non-Travel,No,2,1,4,3,1,3,Yes
598,33,Male,Married,5,Technical Degree,Research & Development,Research Scientist,2,21,12,14,13,21,1,6,5650,16,3,22,Non-Travel,Yes,4,4,4,1,2,3,Yes
599,38,Male,Single,1,Human Resources,Research & Development,Research Director,4,36,7,1,1,39,9,3,9997,15,2,28,Travel_Rarely,No,4,1,4,3,2,3,No
600,28,Female,Married,3,Medical,Research & Development,Manufacturing Director,5,13,5,5,12,36,6,1,14262,13,0,28,Travel_Rarely,No,2,1,3,3,3,4,No
601,54,Male,Married,2,Marketing,Research & Development,Research Director,3,13,13,11,13,13,8,0,8926,20,3,16,Travel_Rarely,No,3,2,1,4,1,4,No
602,53,Female,Single,1,Medical,Sales,Sales Executive,4,15,9,0,14,15,8,5,10210,13,3,12,Travel_Rarely,Yes,3,1,3,4,3,3,Yes
603,52,Female,Married,3,Other,Research & Development,Healthcare Representative,1,19,16,6,4,19,6,1,5187,21,0,28,Travel_Frequently,No,3,3,1,1,1,3,No
604,36,Male,Married,4,Technical Degree,Research & Development,Human Resources,1,8,0,2,6,14,7,0,5367,20,3,14,Travel_Rarely,No,4,3,3,1,2,3,No
605,37,Male,Single,5,Other,Sales,Sales Executive,4,25,6,11,10,25,9,2,12962,23,2,12,Non-Travel,Yes,4,4,1,1,3,3,Yes
606,35,Female,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,4,8,8,0,4,8,2,0,12820,17,0,28,Travel_Rarely,No,4,3,1,2,4,3,No
607,58,Male,Divorced,5,Technical Degree,Research & Development,Manager,5,0,0,0,0,0,0,0,11368,18,2,21,Non-Travel,No,3,3,3,3,2,3,No
608,31,Female,Married,4,Medical,Research & Development,Research Director,4,3,3,3,1,34,6,3,11344,24,2,16,Travel_Frequently,No,4,2,4,3,4,3,No
609,32,Male,Single,3,Technical Degree,Human Resources,Laboratory Technician,3,10,4,6,3,19,7,3,10271,13,2,16,Travel_Rarely,No,1,3,4,2,4,3,Yes
610,48,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,5,5,5,1,5,5,1,5,13843,13,1,22,Travel_Rarely,No,2,1,1,2,4,3,Yes
611,18,Male,Married,4,Human Resources,Research & Development,Sales Representative,2,3,3,3,3,9,8,3,7047,17,0,12,Travel_Rarely,No,1,1,2,1,1,4,Yes
612,20,Female,Married,5,Other,Sales,Sales Executive,3,16,2,2,5,32,3,0,10450,20,1,2,Travel_Rarely,No,1,3,2,3,4,3,No
613,33,Male,Married,2,Other,Sales,Sales Representative,5,7,5,7,7,15,9,4,14151,22,1,23,Non-Travel,No,4,4,3,4,1,3,No
614,40,Female,Married,4,Medical,Sales,Research Director,5,33,2,12,15,35,8,3,14518,17,3,24,Travel_Frequently,No,2,4,3,4,3,3,No
615,28,Female,Married,5,Technical Degree,Sales,Research Director,1,5,4,5,5,5,2,3,5548,21,0,29,Travel_Rarely,Yes,1,4,3,2,2,3,Yes
616,29,Female,Married,2,Medical,Research & Development,Human Resources,5,18,8,7,3,18,7,0,11258,19,3,14,Travel_Rarely,No,3,3,2,2,1,3,No
617,27,Female,Married,3,Human Resources,Research & Development,Manager,3,10,10,4,1,30,1,2,8636,24,1,11,Travel_Rarely,No,3,4,4,3,1,3,No
618,49,Male,Divorced,3,Technical Degree,Sales,Manager,4,1,1,1,1,1,2,2,10567,16,3,9,Non-Travel,Yes,3,3,3,3,3,4,No
619,33,Female,Married,1,Technical Degree,Research & Development,Research Scientist,3,17,10,2,16,17,0,1,10860,23,2,22,Non-Travel,No,3,1,3,4,3,3,No
620,25,Female,Married,5,Medical,Sales,Laboratory Technician,2,27,13,0,7,27,4,5,6144,17,1,7,Travel_Rarely,No,2,4,4,3,2,3,No
621,55,Male,Divorced,2,Medical,Research & Development,Manufacturing Director,5,3,3,0,3,3,3,2,14126,21,2,29,Travel_Rarely,No,3,4,1,1,3,3,No
622,29,Female,Married,4,Life Sciences,Sales,Manufacturing Director,5,0,0,0,0,0,0,3,14564,20,0,12,Travel_Rarely,Yes,2,4,3,2,1,3,Yes
623,41,Male,Married,3,Human Resources,Research & Development,Research Director,5,15,15,10,15,15,9,4,11017,11,3,29,Travel_Rarely,Yes,2,1,2,4,2,3,Yes
624,45,Female,Married,2,Life Sciences,Sales,Sales Executive,5,1,1,1,1,1,8,1,12332,17,1,17,Travel_Rarely,No,2,3,2,4,2,3,No
625,25,Male,Married,5,Other,Research & Development,Manufacturing Director,1,35,14,7,5,35,5,5,4903,12,0,9,Non-Travel,No,2,1,3,1,2,3,Yes
626,45,Female,Married,1,Technical Degree,Research & Development,Manufacturing Director,1,0,0,0,0,0,5,4,4656,17,2,6,Travel_Rarely,No,4,1,2,3,4,3,Yes
627,53,Male,Married,3,Medical,Human Resources,Sales Executive,4,7,7,7,7,38,1,4,9109,13,3,12,Travel_Rarely,No,1,2,4,3,4,3,Yes
628,43,Female,Divorced,2,Technical Degree,Sales,Laboratory Technician,5,22,6,11,1,22,6,3,11330,19,3,20,Travel_Rarely,Yes,4,4,1,2,1,4,Yes
629,25,Female,Single,2,Technical Degree,Sales,Healthcare Representative,2,15,6,4,9,25,8,0,6596,23,1,10,Travel_Frequently,Yes,1,3,1,1,4,3,Yes
630,45,Male,Single,2,Marketing,Sales,Manager,4,10,0,8,9,10,5,0,9945,15,3,9,Travel_Frequently,No,4,3,3,4,3,3,No
631,45,Male,Married,5,Other,Research & Development,Human Resources,5,0,0,0,0,0,7,0,12287,17,3,12,Travel_Frequently,Yes,3,2,3,1,2,3,Yes
632,54,Male,Single,5,Marketing,Sales,Human Resources,1,10,4,8,10,10,4,2,3267,18,2,1,Travel_Frequently,No,2,2,1,4,1,3,Yes
633,58,Male,Single,5,Technical Degree,Research & Development,Human Resources,2,23,7,1,16,23,1,0,5434,23,2,2,Travel_Rarely,Yes,3,1,1,1,3,3,Yes
634,53,Female,Married,4,Medical,Research & Development,Sales Executive,4,9,9,6,9,9,3,5,11035,22,2,19,Travel_Frequently,No,3,2,3,3,2,3,Yes
635,44,Female,Single,2,Technical Degree,Research & Development,Human Resources,2,13,11,10,13,13,0,3,7497,12,0,1,Travel_Frequently,No,3,3,2,4,3,3,No
636,34,Male,Single,3,Other,Research & Development,Research Director,5,13,13,0,9,13,0,2,13344,21,0,16,Travel_Rarely,No,4,3,3,2,4,3,No
637,26,Female,Divorced,5,Marketing,Sales,Research Scientist,3,1,1,1,1,6,5,5,8941,11,3,16,Non-Travel,No,3,3,4,1,3,3,No
638,50,Male,Single,5,Medical,Sales,Sales Executive,2,22,11,5,1,22,1,0,8710,17,0,18,Non-Travel,No,2,1,3,3,4,3,Yes
639,37,Male,Married,2,Technical Degree,Research & Development,Sales Executive,2,21,12,8,6,21,5,5,8208,16,1,18,Travel_Rarely,No,2,4,3,4,3,3,No
640,30,Female,Married,5,Human Resources,Research & Development,Manager,1,27,13,9,5,35,0,4,4613,16,2,23,Travel_Rarely,No,1,4,3,3,1,3,Yes
641,45,Female,Divorced,4,Other,Sales,Human Resources,5,18,4,1,0,26,9,3,11718,12,0,26,Travel_Rarely,No,4,1,3,1,4,3,No
642,46,Female,Single,4,Other,Sales,Sales Representative,2,1,1,1,1,1,2,3,8978,13,3,13,Travel_Rarely,No,2,3,3,2,4,3,Yes
643,30,Female,Divorced,5,Human Resources,Human Resources,Healthcare Representative,5,32,6,14,12,38,8,5,14068,14,2,22,Travel_Rarely,No,2,3,3,2,2,3,Yes
644,52,Female,Married,2,Technical Degree,Sales,Research Scientist,1,18,14,3,11,18,1,1,6468,13,0,12,Travel_Rarely,No,4,1,2,1,4,3,Yes
645,23,Female,Married,2,Other,Research & Development,Sales Executive,5,6,6,1,6,6,7,3,13231,12,2,9,Travel_Frequently,No,3,1,3,4,2,3,No
646,35,Female,Married,2,Medical,Research & Development,Research Scientist,1,7,7,2,7,11,5,4,5459,13,0,5,Non-Travel,No,2,2,1,3,4,3,Yes
647,22,Male,Married,1,Technical Degree,Sales,Sales Executive,1,2,2,2,2,2,5,3,6672,24,3,9,Travel_Frequently,No,3,1,3,3,4,3,No
648,42,Male,Married,5,Technical Degree,Sales,Laboratory Technician,4,4,4,4,4,4,6,1,11367,16,0,13,Travel_Rarely,No,2,4,2,4,4,3,No
649,19,Male,Married,2,Marketing,Sales,Manager,5,0,0,0,0,7,4,3,11740,19,0,16,Travel_Rarely,Yes,1,1,4,1,4,3,Yes
650,27,Male,Married,4,Other,Research & Development,Research Director,3,2,2,2,2,13,3,6,8599,14,0,28,Travel_Rarely,No,3,3,1,3,2,3,No
651,47,Male,Married,3,Other,Research & Development,Laboratory Technician,4,25,2,9,9,35,5,3,10349,16,2,10,Non-Travel,No,2,3,3,3,1,3,No
652,22,Female,Divorced,3,Human Resources,Research & Development,Human Resources,1,6,6,6,6,6,7,1,4590,11,0,16,Non-Travel,No,4,3,3,1,3,3,Yes
653,50,Male,Single,2,Marketing,Human Resources,Healthcare Representative,3,6,2,6,6,6,3,6,7804,22,0,14,Travel_Rarely,No,4,4,1,3,4,3,No
654,18,Male,Divorced,3,Marketing,Research & Development,Sales Representative,2,7,6,7,7,31,4,6,5416,16,0,25,Non-Travel,No,4,4,3,4,4,3,No
655,35,Male,Single,3,Other,Sales,Research Director,2,7,7,3,3,7,6,3,8864,22,2,2,Travel_Rarely,Yes,2,2,2,4,1,4,Yes
656,49,Male,Single,1,Technical Degree,Sales,Laboratory Technician,4,11,11,11,3,11,5,5,9881,13,3,28,Travel_Rarely,No,3,1,3,1,2,3,Yes
657,28,Male,Single,4,Marketing,Research & Development,Research Scientist,3,9,9,3,0,9,3,2,7790,19,3,25,Travel_Rarely,No,1,2,4,1,3,3,Yes
658,38,Male,Married,4,Human Resources,Sales,Research Scientist,5,3,3,3,3,13,3,6,14771,14,3,19,Travel_Rarely,Yes,1,1,2,4,1,3,Yes
659,43,Male,Married,1,Marketing,Sales,Healthcare Representative,3,8,5,8,1,8,9,5,8975,17,0,11,Travel_Rarely,Yes,2,1,3,1,1,4,Yes
660,42,Female,Single,1,Human Resources,Research & Development,Sales Executive,4,12,7,7,12,37,3,3,10726,14,2,19,Travel_Rarely,No,2,4,4,4,1,3,No
661,39,Female,Single,3,Marketing,Research & Development,Research Scientist,5,19,6,11,16,29,0,0,12927,21,3,28,Travel_Frequently,No,2,3,1,4,1,3,No
662,44,Male,Divorced,5,Human Resources,Human Resources,Human Resources,5,4,4,4,4,4,4,0,12808,16,3,11,Travel_Rarely,No,3,1,2,4,4,3,No
663,30,Female,Married,3,Marketing,Research & Development,Sales Representative,2,0,0,0,0,0,7,2,6630,24,3,14,Travel_Frequently,No,4,4,3,3,3,4,No
664,50,Female,Married,1,Marketing,Sales,Manager,3,0,0,0,0,0,6,6,9137,17,1,15,Travel_Rarely,No,3,2,3,1,4,4,Yes
665,51,Female,Divorced,4,Medical,Human Resources,Human Resources,5,19,1,0,0,19,4,3,13806,12,2,25,Travel_Rarely,Yes,3,3,1,3,1,3,No
666,58,Female,Married,3,Human Resources,Sales,Sales Representative,4,10,7,8,10,10,2,4,12512,20,1,7,Travel_Rarely,No,2,2,1,1,3,3,Yes
667,52,Male,Single,5,Human Resources,Research & Development,Healthcare Representative,2,25,10,8,3,25,0,6,6098,16,0,15,Non-Travel,Yes,1,2,2,2,1,3,Yes
668,18,Female,Married,3,Human Resources,Research & Development,Human Resources,5,2,2,2,2,2,6,3,13621,18,3,27,Travel_Rarely,No,3,4,2,3,2,3,No
669,38,Female,Married,2,Life Sciences,Sales,Manager,3,5,5,5,0,5,2,0,10805,23,0,24,Non-Travel,No,1,3,2,3,1,3,No
670,23,Female,Single,3,Marketing,Research & Development,Manager,2,10,8,7,0,10,3,1,6290,23,2,23,Non-Travel,No,2,1,3,3,1,4,Yes
671,45,Male,Married,1,Human Resources,Sales,Manufacturing Director,3,4,4,4,4,7,4,2,10010,22,0,25,Travel_Rarely,No,3,2,3,2,2,3,No
672,34,Male,Single,4,Other,Research & Development,Sales Executive,3,24,16,4,4,28,7,1,9983,16,0,8,Travel_Frequently,No,4,1,2,1,4,3,Yes
673,22,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,3,9,6,4,1,9,6,4,10704,12,3,4,Travel_Rarely,No,4,3,3,2,3,3,No
674,48,Male,Married,1,Medical,Research & Development,Human Resources,2,7,7,7,4,33,8,3,8383,14,2,18,Travel_Frequently,Yes,3,4,1,1,1,3,Yes
675,22,Male,Married,2,Human Resources,Research & Development,Research Director,5,23,0,2,8,23,2,4,12844,11,0,14,Travel_Rarely,Yes,4,4,4,1,1,3,Yes
676,55,Male,Married,1,Human Resources,Sales,Research Director,1,14,1,4,14,16,9,1,6924,17,1,29,Travel_Rarely,No,3,4,3,1,2,3,No
677,20,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,5,12,3,3,12,31,0,3,14554,18,3,27,Travel_Rarely,No,4,1,2,1,3,3,Yes
678,40,Female,Single,1,Marketing,Research & Development,Human Resources,2,10,10,0,10,10,0,6,8099,20,1,21,Travel_Rarely,No,2,1,3,1,2,3,Yes
679,54,Female,Single,1,Other,Sales,Laboratory Technician,1,21,3,8,4,33,9,5,6413,12,3,18,Travel_Frequently,Yes,4,3,1,2,1,3,Yes
680,54,Female,Divorced,2,Medical,Research & Development,Laboratory Technician,1,19,1,14,1,23,0,5,3425,20,0,4,Travel_Rarely,No,4,1,2,3,4,3,Yes
681,27,Male,Married,3,Human Resources,Research & Development,Sales Executive,1,4,4,4,3,4,1,6,3882,15,3,28,Non-Travel,No,2,4,4,2,4,4,Yes
682,27,Male,Single,5,Marketing,Sales,Human Resources,4,19,17,13,9,28,1,4,10837,21,0,2,Travel_Frequently,No,2,2,2,3,3,3,Yes
683,36,Male,Married,5,Other,Research & Development,Manager,2,1,1,1,1,33,6,5,5785,18,1,21,Travel_Rarely,No,4,2,2,3,1,3,No
